time,Depth,Y,X,salinity
UTC,m,,,PSU
2010-02-24T00:00:00Z,0,2000,2050,33.091034
2010-02-25T00:00:00Z,0,2000,2050,33.15988
2010-02-26T00:00:00Z,0,2000,2050,33.089016
2010-02-27T00:00:00Z,0,2000,2050,33.114716
2010-02-28T00:00:00Z,0,2000,2050,33.0762
2010-03-01T00:00:00Z,0,2000,2050,33.07259
2010-03-02T00:00:00Z,0,2000,2050,33.022327
2010-03-03T00:00:00Z,0,2000,2050,33.0446
2010-03-04T00:00:00Z,0,2000,2050,33.08079
2010-03-05T00:00:00Z,0,2000,2050,33.071503
2010-03-06T00:00:00Z,0,2000,2050,33.029045
2010-03-07T00:00:00Z,0,2000,2050,33.024338
2010-03-08T00:00:00Z,0,2000,2050,33.081474
2010-03-09T00:00:00Z,0,2000,2050,33.147427
2010-03-10T00:00:00Z,0,2000,2050,33.21643
2010-03-11T00:00:00Z,0,2000,2050,33.262993
2010-03-12T00:00:00Z,0,2000,2050,33.194374
2010-03-13T00:00:00Z,0,2000,2050,33.154655
2010-03-14T00:00:00Z,0,2000,2050,33.221157
2010-03-15T00:00:00Z,0,2000,2050,33.209766
2010-03-16T00:00:00Z,0,2000,2050,33.175407
2010-03-17T00:00:00Z,0,2000,2050,33.122192
2010-03-18T00:00:00Z,0,2000,2050,33.14143
2010-03-19T00:00:00Z,0,2000,2050,33.152103
2010-03-20T00:00:00Z,0,2000,2050,33.118107
2010-03-21T00:00:00Z,0,2000,2050,33.06013
2010-03-22T00:00:00Z,0,2000,2050,33.026733
2010-03-23T00:00:00Z,0,2000,2050,33.104294
2010-03-24T00:00:00Z,0,2000,2050,33.151768
2010-03-25T00:00:00Z,0,2000,2050,33.09391
2010-03-26T00:00:00Z,0,2000,2050,33.042404
2010-03-27T00:00:00Z,0,2000,2050,33.065056
2010-03-28T00:00:00Z,0,2000,2050,33.012066
2010-03-29T00:00:00Z,0,2000,2050,32.99476
2010-03-30T00:00:00Z,0,2000,2050,33.013863
2010-03-31T00:00:00Z,0,2000,2050,33.075882
2010-04-01T00:00:00Z,0,2000,2050,33.016106
2010-04-02T00:00:00Z,0,2000,2050,33.080704
2010-04-03T00:00:00Z,0,2000,2050,33.02459
2010-04-04T00:00:00Z,0,2000,2050,33.223366
2010-04-05T00:00:00Z,0,2000,2050,33.100403
2010-04-06T00:00:00Z,0,2000,2050,33.04143
2010-04-07T00:00:00Z,0,2000,2050,33.14156
2010-04-08T00:00:00Z,0,2000,2050,33.26791
2010-04-09T00:00:00Z,0,2000,2050,33.37057
2010-04-10T00:00:00Z,0,2000,2050,33.401478
2010-04-11T00:00:00Z,0,2000,2050,33.412697
2010-04-12T00:00:00Z,0,2000,2050,33.43364
2010-04-13T00:00:00Z,0,2000,2050,33.31325
2010-04-14T00:00:00Z,0,2000,2050,33.23065
2010-04-15T00:00:00Z,0,2000,2050,33.28025
2010-04-16T00:00:00Z,0,2000,2050,33.307983
2010-04-17T00:00:00Z,0,2000,2050,33.310177
2010-04-18T00:00:00Z,0,2000,2050,33.277416
2010-04-19T00:00:00Z,0,2000,2050,33.24221
2010-04-20T00:00:00Z,0,2000,2050,33.175426
2010-04-21T00:00:00Z,0,2000,2050,33.26202
2010-04-22T00:00:00Z,0,2000,2050,33.375473
2010-04-23T00:00:00Z,0,2000,2050,33.370247
2010-04-24T00:00:00Z,0,2000,2050,33.360783
2010-04-25T00:00:00Z,0,2000,2050,33.360466
2010-04-26T00:00:00Z,0,2000,2050,33.356243
2010-04-27T00:00:00Z,0,2000,2050,33.35783
2010-04-28T00:00:00Z,0,2000,2050,33.332657
2010-04-29T00:00:00Z,0,2000,2050,33.36151
2010-04-30T00:00:00Z,0,2000,2050,33.426285
2010-05-01T00:00:00Z,0,2000,2050,33.5058
2010-05-02T00:00:00Z,0,2000,2050,33.52099
2010-05-03T00:00:00Z,0,2000,2050,33.534958
2010-05-04T00:00:00Z,0,2000,2050,33.500977
2010-05-05T00:00:00Z,0,2000,2050,33.50969
2010-05-06T00:00:00Z,0,2000,2050,33.613144
2010-05-07T00:00:00Z,0,2000,2050,33.663105
2010-05-08T00:00:00Z,0,2000,2050,33.704212
2010-05-09T00:00:00Z,0,2000,2050,33.8122
2010-05-10T00:00:00Z,0,2000,2050,33.83854
